id,main,description,icon,base,visibility,dt,timezone,name,cod,coord_lon,coord_lat,main_temp,main_feels_like,main_temp_min,main_temp_max,main_pressure,main_humidity,main_sea_level,main_grnd_level,wind_speed,wind_deg,wind_gust,clouds_all,sys_country,sys_sunrise,sys_sunset,sys_type,sys_id,date_time
800,Clear,clear sky,01d,stations,10000,1746087213,19800,Silvassa,200,73.0041,20.2655,38.7,37.34,38.7,38.7,1008,19,1008,1001,5.82,303,5.54,0,IN,1746059909,1746106291,0,0,2025-05-01 08:13:33
800,Clear,clear sky,01d,stations,10000,1746087241,19800,Daman,200,72.8324,20.4143,31.96,35.03,31.96,31.96,1008,53,1008,1008,4.65,268,4.6,0,IN,1746059939,1746106343,0,0,2025-05-01 08:14:01
800,Clear,clear sky,01d,stations,10000,1746087241,19800,Gogola,200,70.988,20.7151,37.21,39.05,37.21,37.21,1007,33,1007,1006,7.68,244,6.75,0,IN,1746060359,1746106809,0,0,2025-05-01 08:14:01
800,Clear,clear sky,01d,stations,10000,1746087242,19800,Connaught Place,200,77.2315,28.652,35.6,35.79,35.6,35.6,1008,31,1008,981,2.8,117,2.62,0,IN,1746058217,1746105954,0,0,2025-05-01 08:14:02
800,Clear,clear sky,01d,stations,10000,1746087242,19800,"Parliament House, Delhi",200,77.2,28.6,35.38,35.69,35.38,35.38,1008,32,1008,981,2.98,112,2.43,0,IN,1746058229,1746105957,0,0,2025-05-01 08:14:02
800,Clear,clear sky,01d,stations,10000,1746087242,19800,Panjim,200,73.8245,15.4983,30.63,35.29,30.63,30.63,1007,65,1007,1007,7.32,282,6.88,3,IN,1746060060,1746105746,0,0,2025-05-01 08:14:02
800,Clear,clear sky,01d,stations,10000,1746086834,19800,Ahmedabad,200,72.5871,23.0276,43.47,40.18,43.47,43.47,1006,9,1006,1000,5.68,278,6.54,6,IN,1746059797,1746106603,0,0,2025-05-01 08:07:14
800,Clear,clear sky,01d,stations,10000,1746087242,19800,Bhavnagar,200,72.1525,21.7745,38.22,38.24,38.22,38.22,1007,25,1007,1004,1.75,173,5.85,0,IN,1746059999,1746106610,0,0,2025-05-01 08:14:02
800,Clear,clear sky,01d,stations,10000,1746087037,19800,Bhuj,200,69.6693,23.2498,40.35,38.18,40.35,40.35,1007,14,1007,992,9.56,249,8.76,0,IN,1746060479,1746107321,0,0,2025-05-01 08:10:37
800,Clear,clear sky,01d,stations,10000,1746087123,19800,Gandhinagar,200,72.6833,23.2167,43.03,39.74,43.03,43.03,1006,9,1006,997,7.12,280,7.7,6,IN,1746059759,1746106595,0,0,2025-05-01 08:12:03
800,Clear,clear sky,01d,stations,10000,1746087242,19800,Gandevi,200,72.9167,20.85,33.63,35.56,33.63,33.63,1008,43,1008,1007,4.57,256,4.66,0,IN,1746059886,1746106356,0,0,2025-05-01 08:14:02
800,Clear,clear sky,01d,stations,10000,1746087242,19800,Porbandar,200,69.6009,21.6413,32.65,35.07,32.65,32.65,1009,48,1009,1007,7.06,270,7.53,0,IN,1746060621,1746107212,0,0,2025-05-01 08:14:02
800,Clear,clear sky,01d,stations,10000,1746087242,19800,Rajkot,200,70.7932,22.2916,41.1,38.08,41.1,41.1,1007,10,1007,990,6.41,266,6.51,0,IN,1746060285,1746106976,0,0,2025-05-01 08:14:02
800,Clear,clear sky,01d,stations,10000,1746087042,19800,Surat,200,72.8302,21.1959,39.27,37.84,39.27,39.27,1007,18,1007,1006,4.24,269,4.69,1,IN,1746059880,1746106403,0,0,2025-05-01 08:10:42
800,Clear,clear sky,01d,stations,10000,1746087038,19800,Vadodara,200,73.2081,22.2994,42.74,39.74,42.74,42.74,1006,10,1006,1002,5.33,266,6.38,2,IN,1746059705,1746106397,0,0,2025-05-01 08:10:38
800,Clear,clear sky,01d,stations,10000,1746087243,19800,Ambala,200,76.7978,30.361,38.48,36.63,38.48,38.48,1007,17,1007,977,4.3,119,2.95,1,IN,1746058169,1746106210,0,0,2025-05-01 08:14:03
800,Clear,clear sky,01d,stations,10000,1746087052,19800,Bhiwani,200,76.1397,28.793,38.72,36.92,38.72,38.72,1006,17,1006,981,4.31,111,3.54,0,IN,1746058467,1746106228,0,0,2025-05-01 08:10:52
800,Clear,clear sky,01d,stations,10000,1746087243,19800,Faridabad,200,77.3132,28.4112,36.2,35.98,36.2,36.2,1008,28,1008,981,3.84,121,2.53,0,IN,1746058219,1746105913,0,0,2025-05-01 08:14:03
800,Clear,clear sky,01d,stations,10000,1746086741,19800,Gurgaon,200,77.0299,28.4646,35.67,35.9,35.67,35.67,1008,31,1008,980,3.62,114,2.42,0,IN,1746058282,1746105986,0,0,2025-05-01 08:05:41
800,Clear,clear sky,01d,stations,10000,1746087243,19800,Hisar,200,75.7229,29.1539,39.85,37.83,39.85,39.85,1005,15,1005,981,4.57,113,4.11,0,IN,1746058535,1746106360,0,0,2025-05-01 08:14:03
800,Clear,clear sky,01d,stations,10000,1746087131,19800,Karnal,200,76.9796,29.6877,38.09,36.36,38.09,38.09,1007,18,1007,979,3.86,133,2.65,3,IN,1746058186,1746106105,0,0,2025-05-01 08:12:11
800,Clear,clear sky,01d,stations,10000,1746087243,19800,Chandigarh,200,76.8537,30.6915,37.88,36.1,37.88,37.88,1007,18,1007,964,5.62,160,4.93,0,IN,1746058126,1746106226,0,0,2025-05-01 08:14:03
800,Clear,clear sky,01d,stations,10000,1746086787,19800,Panipat,200,76.9681,29.3889,37.82,36.22,37.82,37.82,1007,19,1007,980,3.97,139,3.05,2,IN,1746058216,1746106082,0,0,2025-05-01 08:06:27
800,Clear,clear sky,01d,stations,10000,1746087243,19800,Rohtak,200,76.5892,28.8945,37.29,36.16,37.29,37.29,1007,22,1007,981,4.92,105,2.98,0,IN,1746058350,1746106129,0,0,2025-05-01 08:14:03
800,Clear,clear sky,01d,stations,10000,1746087283,19800,Sirsa,200,75.029,29.5349,41.05,39.0,41.05,41.05,1005,14,1005,982,4.18,122,3.8,0,IN,1746058668,1746106560,0,0,2025-05-01 08:14:43
800,Clear,clear sky,01d,stations,10000,1746087243,19800,Sonipat,200,77.0194,28.9948,36.58,35.84,36.58,36.58,1007,25,1007,981,4.47,155,3.92,0,IN,1746058238,1746106034,0,0,2025-05-01 08:14:03
804,Clouds,overcast clouds,04d,stations,10000,1746087139,19800,Shimla,200,77.1659,31.1034,23.45,22.63,23.45,23.45,1011,30,1011,851,2.72,200,2.98,97,IN,1746058013,1746106189,0,0,2025-05-01 08:12:19
800,Clear,clear sky,01d,stations,10000,1746087243,19800,Baramula,200,74.3429,34.209,25.74,25.18,25.74,25.74,1013,31,1013,796,2.53,81,1.86,0,IN,1746058393,1746107164,0,0,2025-05-01 08:14:03
800,Clear,clear sky,01d,stations,10000,1746087244,19800,Jammu,200,74.8691,32.7357,37.4,35.53,37.4,37.4,1007,18,1007,967,2.36,159,1.79,0,IN,1746058411,1746106894,0,0,2025-05-01 08:14:04
800,Clear,clear sky,01d,stations,10000,1746087244,19800,Sopur,200,74.4571,34.3182,26.23,26.23,26.23,26.23,1011,23,1011,830,1.71,128,1.68,0,IN,1746058355,1746107148,0,0,2025-05-01 08:14:04
800,Clear,clear sky,01d,stations,10000,1746087244,19800,Srinagar,200,74.8056,34.0857,26.5,26.5,26.5,26.5,1012,21,1012,830,1.72,195,1.54,0,IN,1746058294,1746107041,0,0,2025-05-01 08:14:04
802,Clouds,scattered clouds,03d,stations,10000,1746087244,19800,Dhanbad,200,86.4432,23.802,35.57,34.67,35.57,35.57,1007,26,1007,984,2.95,145,2.7,50,IN,1746056412,1746103338,0,0,2025-05-01 08:14:04
801,Clouds,few clouds,02d,stations,10000,1746087244,19800,Jamshedpur,200,86.1854,22.8028,37.4,36.77,37.4,37.4,1007,24,1007,986,1.9,150,2.05,19,IN,1746056552,1746103321,0,0,2025-05-01 08:14:04
804,Clouds,overcast clouds,04d,stations,10000,1746087244,19800,Ranchi,200,85.3386,23.3478,29.58,28.66,29.58,29.58,1008,34,1008,937,1.09,93,3.95,100,IN,1746056713,1746103567,0,0,2025-05-01 08:14:04
802,Clouds,scattered clouds,03d,stations,10000,1746087244,19800,Jamadoba,200,86.4127,23.7,35.99,35.24,35.99,35.99,1007,26,1007,985,3.03,154,2.52,39,IN,1746056427,1746103337,0,0,2025-05-01 08:14:04
800,Clear,clear sky,01d,stations,10000,1746087244,19800,Belgaum,200,74.5085,15.8626,37.8,35.09,37.8,37.8,1008,12,1008,925,4.07,46,5.01,2,IN,1746059870,1746105607,0,0,2025-05-01 08:14:04
800,Clear,clear sky,01d,stations,10000,1746087244,19800,Bellary,200,76.924,15.142,39.86,38.09,39.86,39.86,1005,16,1005,954,3.67,312,4.03,2,IN,1746059342,1746104976,0,0,2025-05-01 08:14:04
803,Clouds,broken clouds,04d,stations,10000,1746086864,19800,Kanija Bhavan,200,77.5901,12.9768,35.06,33.51,35.06,35.06,1008,23,1008,913,1.83,51,4.29,75,IN,1746059333,1746104665,0,0,2025-05-01 08:07:44
800,Clear,clear sky,01d,stations,10000,1746087245,19800,Bidar,200,77.5301,17.9133,39.36,36.86,39.36,39.36,1006,13,1006,939,5.14,31,5.25,0,IN,1746058998,1746105030,0,0,2025-05-01 08:14:05
800,Clear,clear sky,01d,stations,10000,1746087245,19800,Bijapur,200,75.719,16.8277,39.62,36.62,39.62,39.62,1007,10,1007,940,8.26,28,6.52,0,IN,1746059511,1746105386,0,0,2025-05-01 08:14:05
803,Clouds,broken clouds,04d,stations,10000,1746087245,19800,Mandya,200,76.8951,12.5456,38.7,37.34,38.7,38.7,1006,19,1006,928,4.22,76,3.87,53,IN,1746059530,1746104802,0,0,2025-05-01 08:14:05
800,Clear,clear sky,01d,stations,10000,1746087245,19800,Davangere,200,75.9238,14.4692,38.41,36.75,38.41,38.41,1006,18,1006,941,3.61,345,4.38,5,IN,1746059629,1746105169,0,0,2025-05-01 08:14:05
800,Clear,clear sky,01d,stations,10000,1746087245,19800,Gulbarga,200,76.8376,17.3358,41.14,38.12,41.14,41.14,1005,10,1005,954,6.47,22,6.19,0,IN,1746059206,1746105154,0,0,2025-05-01 08:14:05
800,Clear,clear sky,01d,stations,10000,1746087245,19800,Hospet,200,76.3871,15.2695,37.23,36.08,37.23,37.23,1006,22,1006,948,0.8,138,3.84,5,IN,1746059462,1746105114,0,0,2025-05-01 08:14:05
800,Clear,clear sky,01d,stations,10000,1746086833,19800,Hubli,200,75.138,15.3518,38.85,36.32,38.85,38.85,1007,13,1007,938,5.23,41,5.88,1,IN,1746059756,1746105420,0,0,2025-05-01 08:07:13
803,Clouds,broken clouds,04d,stations,10000,1746087245,19800,Kolar,200,78.13,13.1377,35.0,33.74,35.0,35.0,1008,25,1008,913,2.12,72,4.02,79,IN,1746059193,1746104547,0,0,2025-05-01 08:14:05
801,Clouds,few clouds,02d,stations,10000,1746087245,19800,Mangalore,200,74.8424,12.8654,30.33,35.34,30.33,30.33,1008,68,1008,1006,6.14,275,5.08,22,IN,1746060000,1746105317,0,0,2025-05-01 08:14:05
804,Clouds,overcast clouds,04d,stations,10000,1746087245,19800,Mysore,200,76.6385,12.2927,37.53,36.26,37.53,37.53,1006,21,1006,925,2.12,172,3.7,91,IN,1746059609,1746104847,0,0,2025-05-01 08:14:05
800,Clear,clear sky,01d,stations,10000,1746087245,19800,Raichur,200,77.3557,16.2055,40.12,38.16,40.12,40.12,1005,15,1005,963,3.69,58,4.63,0,IN,1746059163,1746104948,0,0,2025-05-01 08:14:05
801,Clouds,few clouds,02d,stations,10000,1746087246,19800,Shimoga,200,75.5726,13.9324,39.45,38.33,39.45,39.45,1007,19,1007,936,1.98,10,2.86,12,IN,1746059751,1746105216,0,0,2025-05-01 08:14:06
804,Clouds,overcast clouds,04d,stations,10000,1746086623,19800,Alappuzha,200,76.3264,9.49,29.61,35.49,29.61,29.61,1009,76,1009,1009,3.35,213,3.37,100,IN,1746059874,1746104731,0,0,2025-05-01 08:03:43
804,Clouds,overcast clouds,04d,stations,10000,1746086834,19800,Kozhikode,200,75.7797,11.2528,30.76,36.68,30.76,30.76,1009,69,1009,1007,3.55,279,2.59,100,IN,1746059886,1746104982,0,0,2025-05-01 08:07:14
804,Clouds,overcast clouds,04d,stations,10000,1746087246,19800,Kochi,200,76.2538,9.9477,30.3,36.31,30.3,30.3,1009,72,1009,1008,4.32,203,3.79,100,IN,1746059861,1746104779,0,0,2025-05-01 08:14:06
804,Clouds,overcast clouds,04d,stations,10000,1746086774,19800,Kollam,200,76.585,8.8814,29.76,35.16,29.76,29.76,1009,73,1009,1008,3.21,210,2.57,100,IN,1746059853,1746104628,0,0,2025-05-01 08:06:14
804,Clouds,overcast clouds,04d,stations,10000,1746087247,19800,Vazhuthacaud,200,76.9492,8.4855,30.76,36.4,30.76,30.76,1009,68,1009,1007,3.76,231,3.14,100,IN,1746059792,1746104514,0,0,2025-05-01 08:14:07
804,Clouds,overcast clouds,04d,stations,10000,1746087247,19800,Kavaratti,200,72.6167,10.5667,30.11,36.33,30.11,30.11,1009,74,1009,1009,3.35,328,3.18,100,IN,1746060692,1746105694,0,0,2025-05-01 08:14:07
800,Clear,clear sky,01d,stations,10000,1746087247,19800,Bhopal,200,77.4029,23.2547,40.42,37.4,40.42,40.42,1005,10,1005,950,2.85,310,3.75,0,IN,1746058624,1746105465,0,0,2025-05-01 08:14:07
800,Clear,clear sky,01d,stations,10000,1746087247,19800,Gwalior,200,78.1734,26.2298,39.93,37.7,39.93,39.93,1005,14,1005,980,3.45,54,3.66,0,IN,1746058198,1746105521,0,0,2025-05-01 08:14:07
800,Clear,clear sky,01d,stations,10000,1746087247,19800,Indore,200,75.8586,22.7177,40.58,37.38,40.58,40.58,1006,9,1006,944,6.02,311,7.06,0,IN,1746059036,1746105794,0,0,2025-05-01 08:14:07
800,Clear,clear sky,01d,stations,10000,1746087248,19800,Jabalpur,200,79.9359,23.1745,38.15,38.13,38.15,38.15,1007,25,1007,960,2.67,275,3.63,0,IN,1746058022,1746104851,0,0,2025-05-01 08:14:08
800,Clear,clear sky,01d,stations,10000,1746087248,19800,Ratlam,200,75.0403,23.3303,40.14,36.96,40.14,40.14,1006,9,1006,955,7.01,283,7.15,0,IN,1746059184,1746106038,0,0,2025-05-01 08:14:08
800,Clear,clear sky,01d,stations,10000,1746087248,19800,Saugor,200,78.7387,23.8388,39.95,36.94,39.95,39.95,1005,10,1005,947,3.86,323,4.35,0,IN,1746058257,1746105191,0,0,2025-05-01 08:14:08
800,Clear,clear sky,01d,stations,10000,1746087248,19800,Ujjain,200,75.7764,23.1824,41.13,38.11,41.13,41.13,1005,10,1005,950,5.17,301,6.45,0,IN,1746059019,1746105850,0,0,2025-05-01 08:14:08
800,Clear,clear sky,01d,stations,10000,1746087248,19800,Ahmednagar,200,74.7384,19.0946,39.23,36.24,39.23,39.23,1007,10,1007,932,5.92,2,4.97,0,IN,1746059581,1746105787,0,0,2025-05-01 08:14:08
800,Clear,clear sky,01d,stations,10000,1746087249,19800,Akola,200,76.9981,20.7096,42.27,39.26,42.27,42.27,1005,10,1005,972,5.32,317,6.31,0,IN,1746058917,1746105365,0,0,2025-05-01 08:14:09
800,Clear,clear sky,01d,stations,10000,1746087249,19800,Amravati,200,77.7515,20.9333,40.97,38.4,40.97,40.97,1005,12,1005,967,2.61,311,3.93,2,IN,1746058720,1746105201,0,0,2025-05-01 08:14:09
800,Clear,clear sky,01d,stations,10000,1746087249,19800,Aurangabad,200,75.3467,19.8809,39.09,35.98,39.09,39.09,1007,9,1007,939,6.27,348,5.77,5,IN,1746059376,1746105699,0,0,2025-05-01 08:14:09
800,Clear,clear sky,01d,stations,10000,1746087249,19800,Bhiwandi,200,73.0588,19.3002,39.99,40.0,39.99,39.99,1007,22,1007,1001,5.02,289,4.99,0,IN,1746059968,1746106205,0,0,2025-05-01 08:14:09
800,Clear,clear sky,01d,stations,10000,1746087249,19800,Bhusaval,200,75.7851,21.0436,42.35,39.08,42.35,42.35,1005,9,1005,979,4.8,279,6.01,3,IN,1746059183,1746105682,0,0,2025-05-01 08:14:09
800,Clear,clear sky,01d,stations,10000,1746087249,19800,Chanda,200,79.2952,19.9508,42.63,41.65,42.63,42.63,1005,16,1005,982,1.99,183,3.54,2,IN,1746058424,1746104757,0,0,2025-05-01 08:14:09
800,Clear,clear sky,01d,stations,10000,1746087249,19800,Kalyan,200,73.1355,19.2437,40.5,40.09,40.5,40.5,1007,20,1007,1002,4.66,291,4.69,0,IN,1746059954,1746106183,0,0,2025-05-01 08:14:09
800,Clear,clear sky,01d,stations,10000,1746087249,19800,Raver,200,76.1174,21.2737,42.22,39.21,42.22,42.22,1005,10,1005,972,5.15,334,6.61,3,IN,1746059086,1746105620,0,0,2025-05-01 08:14:09
800,Clear,clear sky,01d,stations,10000,1746087249,19800,Kolhapur,200,74.2317,16.6956,40.43,37.41,40.43,40.43,1007,10,1007,939,4.9,47,4.6,0,IN,1746059877,1746105733,0,0,2025-05-01 08:14:09
800,Clear,clear sky,01d,stations,10000,1746087249,19800,Latur,200,76.5843,18.3995,39.76,36.76,39.76,39.76,1006,10,1006,938,6.26,15,5.96,4,IN,1746059189,1746105292,0,0,2025-05-01 08:14:09
800,Clear,clear sky,01d,stations,10000,1746087249,19800,Malegaon,200,74.5154,20.57,40.15,37.32,40.15,40.15,1007,11,1007,955,6.89,335,6.11,5,IN,1746059524,1746105951,0,0,2025-05-01 08:14:09
800,Clear,clear sky,01d,stations,10000,1746087250,19800,Chinchpokli,200,72.8364,18.9878,29.9,33.67,29.9,29.9,1008,65,1008,1008,5.5,298,5.83,0,IN,1746060045,1746106235,0,0,2025-05-01 08:14:10
800,Clear,clear sky,01d,stations,10000,1746087041,19800,Mudkhed,200,77.315,19.1602,42.23,39.22,42.23,42.23,1005,10,1005,963,4.7,12,5.57,3,IN,1746058958,1746105173,0,0,2025-05-01 08:10:41
800,Clear,clear sky,01d,stations,10000,1746087250,19800,Nashik,200,73.7769,20.0,38.43,35.87,38.43,38.43,1008,13,1008,936,5.69,313,4.54,3,IN,1746059744,1746106085,0,0,2025-05-01 08:14:10
800,Clear,clear sky,01d,stations,10000,1746087250,19800,Parbhani,200,76.7708,19.2686,41.44,38.42,41.44,41.44,1005,10,1005,960,4.28,3,5.66,0,IN,1746059080,1746105312,0,0,2025-05-01 08:14:10
800,Clear,clear sky,01d,stations,10000,1746087250,19800,Pune,200,73.8499,18.5133,39.62,36.78,39.62,39.62,1007,11,1007,936,4.08,313,5.09,1,IN,1746059837,1746105957,0,0,2025-05-01 08:14:10
800,Clear,clear sky,01d,stations,10000,1746087250,19800,Sangli,200,74.5692,16.8568,39.82,36.98,39.82,39.82,1007,11,1007,944,6.16,46,4.85,0,IN,1746059785,1746105664,0,0,2025-05-01 08:14:10
803,Clouds,broken clouds,04d,stations,10000,1746087251,19800,Imphal,200,93.9442,24.8081,27.46,27.52,27.46,27.46,1011,45,1011,912,0.09,27,1.04,61,IN,1746054531,1746101618,0,0,2025-05-01 08:14:11
802,Clouds,scattered clouds,03d,stations,10000,1746087251,19800,Shillong,200,91.8968,25.574,23.21,22.89,23.21,23.21,1012,50,1012,857,0.69,89,1.08,31,IN,1746054960,1746102172,0,0,2025-05-01 08:14:11
500,Rain,light rain,10d,stations,10000,1746087251,19800,Aizawl,200,92.7146,23.7367,29.51,29.46,29.51,29.51,1008,43,1008,944,0.91,324,1.8,97,IN,1746054912,1746101827,0,0,2025-05-01 08:14:11
803,Clouds,broken clouds,04d,stations,10000,1746087251,19800,Kohima,200,94.111,25.6747,19.61,19.51,19.61,19.61,1013,72,1013,865,1.4,42,1.48,77,IN,1746054421,1746101649,0,0,2025-05-01 08:14:11
800,Clear,clear sky,01d,stations,10000,1746087228,19800,Bhubaneswar,200,85.8334,20.2706,37.66,38.86,37.66,37.66,1007,30,1007,1003,5.49,168,4.79,3,IN,1746056831,1746103211,0,0,2025-05-01 08:13:48
800,Clear,clear sky,01d,stations,10000,1746087251,19800,Brahmapur,200,84.7929,19.3115,33.28,35.99,33.28,33.28,1009,47,1009,1002,5.55,150,3.35,0,IN,1746057152,1746103389,0,0,2025-05-01 08:14:11
800,Clear,clear sky,01d,stations,10000,1746087251,19800,Cuttack,200,85.7881,20.5229,37.7,38.01,37.7,37.7,1007,27,1007,1000,2.24,116,1.68,0,IN,1746056823,1746103241,0,0,2025-05-01 08:14:11
800,Clear,clear sky,01d,stations,10000,1746087251,19800,Puri,200,85.8249,19.7983,29.99,33.01,29.99,29.99,1009,61,1009,1009,5.29,167,3.83,1,IN,1746056869,1746103178,0,0,2025-05-01 08:14:11
802,Clouds,scattered clouds,03d,stations,10000,1746087252,19800,Banposh,200,84.8641,22.225,38.37,36.92,38.37,38.37,1006,19,1006,978,1.58,80,2.19,32,IN,1746056914,1746103593,0,0,2025-05-01 08:14:12
800,Clear,clear sky,01d,stations,10000,1746087252,19800,Sambalpur,200,83.9905,21.4781,36.02,35.95,36.02,36.02,1007,29,1007,985,5.52,306,3.43,0,IN,1746057181,1746103745,0,0,2025-05-01 08:14:12
800,Clear,clear sky,01d,stations,10000,1746087252,19800,Brajarajnagar,200,83.92,21.82,38.08,40.29,38.08,38.08,1008,32,1008,980,5.55,238,4.17,0,IN,1746057172,1746103789,0,0,2025-05-01 08:14:12
800,Clear,clear sky,01d,stations,10000,1746087252,19800,Talcher,200,85.23,20.95,37.04,37.26,37.04,37.04,1008,28,1008,994,3.31,120,3.16,0,IN,1746056924,1746103407,0,0,2025-05-01 08:14:12
804,Clouds,overcast clouds,04d,stations,10000,1746087252,19800,Puducherry,200,79.8298,11.9338,31.78,37.16,31.78,31.78,1007,62,1007,1006,5.39,129,4.78,99,IN,1746058868,1746104056,0,0,2025-05-01 08:14:12
800,Clear,clear sky,01d,stations,10000,1746087252,19800,Abohar,200,74.1955,30.1445,41.95,39.48,41.95,41.95,1005,12,1005,984,3.94,130,3.43,5,IN,1746058813,1746106815,0,0,2025-05-01 08:14:12
800,Clear,clear sky,01d,stations,10000,1746086659,19800,Amritsar,200,74.8765,31.6203,40.6,38.73,40.6,40.6,1006,15,1006,980,3.03,144,3.18,0,IN,1746058514,1746106787,0,0,2025-05-01 08:04:19
800,Clear,clear sky,01d,stations,10000,1746087252,19800,Hoshiarpur,200,75.9864,31.4632,38.46,36.61,38.46,38.46,1007,17,1007,970,4.1,170,2.64,0,IN,1746058263,1746106506,0,0,2025-05-01 08:14:12
800,Clear,clear sky,01d,stations,10000,1746087290,19800,Ludhiana,200,75.8538,30.912,39.42,37.55,39.42,39.42,1006,16,1006,978,3.92,139,2.99,0,IN,1746058345,1746106487,0,0,2025-05-01 08:14:50
800,Clear,clear sky,01d,stations,10000,1746087252,19800,Pathankot,200,75.6529,32.2748,39.04,37.31,39.04,39.04,1007,17,1007,970,1.52,118,1.4,0,IN,1746058267,1746106662,0,0,2025-05-01 08:14:12
800,Clear,clear sky,01d,stations,10000,1746087252,19800,Patiala,200,76.3922,30.3362,39.03,37.3,39.03,39.03,1006,17,1006,978,4.14,131,2.86,0,IN,1746058269,1746106305,0,0,2025-05-01 08:14:12
